#EquipMtrlSetParam=EQUIP_MTRL_SET_PARAM_ST
ID,Name,MaterialId01,MaterialId02,MaterialId03,MaterialId04,MaterialId05,ItemNum01,ItemNum02,ItemNum03,ItemNum04,ItemNum05,isDisableDispNum01,isDisableDispNum02,isDisableDispNum03,isDisableDispNum04,isDisableDispNum05,pad1
1108,Titanite - Enchanted +8,1002,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1109,Titanite - Enchanted +9,1002,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1110,Titanite - Enchanted +10,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1200,Titanite - Holy +0,1210,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1201,Titanite - Holy +1,1000,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1202,Titanite - Holy +2,1000,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1203,Titanite - Holy +3,1000,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1204,Titanite - Holy +4,1001,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1205,Titanite - Holy +5,1001,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1206,Titanite - Holy +6,1001,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1207,Titanite - Holy +7,1002,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1208,Titanite - Holy +8,1002,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1209,Titanite - Holy +9,1002,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1210,Titanite - Holy +10,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1300,Titanite - Sharp +0,1220,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1301,Titanite - Sharp +1,1000,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1302,Titanite - Sharp +2,1000,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1303,Titanite - Sharp +3,1000,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1304,Titanite - Sharp +4,1001,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1305,Titanite - Sharp +5,1001,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1306,Titanite - Sharp +6,1001,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1307,Titanite - Sharp +7,1002,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1308,Titanite - Sharp +8,1002,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1309,Titanite - Sharp +9,1002,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1310,Titanite - Sharp +10,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1400,Titanite - Blunt +0,1230,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1401,Titanite - Blunt +1,1000,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1402,Titanite - Blunt +2,1000,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1403,Titanite - Blunt +3,1000,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1404,Titanite - Blunt +4,1001,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1405,Titanite - Blunt +5,1001,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1406,Titanite - Blunt +6,1001,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1407,Titanite - Blunt +7,1002,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1408,Titanite - Blunt +8,1002,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1409,Titanite - Blunt +9,1002,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1410,Titanite - Blunt +10,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1500,,1240,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1501,,1000,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1502,,1000,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1503,,1000,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1504,,1001,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1505,,1001,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1506,,1001,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1507,,1002,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1508,,1002,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1509,,1002,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1510,,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2000,Twinkling Titanite - Stock +0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-
2001,Twinkling Titanite - Stock +1,1020,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2002,Twinkling Titanite - Stock +2,1020,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
2003,Twinkling Titanite - Stock +3,1020,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
2004,Twinkling Titanite - Stock +4,1020,-1,-1,-1,-1,8,-1,-1,-1,-1,0,0,1,0,0,-
2005,Twinkling Titanite - Stock +5,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2100,Twinkling Titanite - Lethal +0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-
2101,Twinkling Titanite - Lethal +1,1010,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2102,Twinkling Titanite - Lethal +2,1010,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
2103,Twinkling Titanite - Lethal +3,1010,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
2104,Twinkling Titanite - Lethal +4,1010,-1,-1,-1,-1,8,-1,-1,-1,-1,0,0,1,0,0,-
2105,Twinkling Titanite - Lethal +5,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2200,Twinkling Titanite - Curse +0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-
2201,Twinkling Titanite - Curse +1,1030,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2202,Twinkling Titanite - Curse +2,1030,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
2203,Twinkling Titanite - Curse +3,1030,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
2204,Twinkling Titanite - Curse +4,1030,-1,-1,-1,-1,8,-1,-1,-1,-1,0,0,1,0,0,-
2205,Twinkling Titanite - Curse +5,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100000,Soul of Champion Gundyr,712,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100001,,713,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100002,Soul of the Dancer,714,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100003,Soul of a Crystal Sage,715,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100004,Soul of the Blood of the Wolf,717,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100005,Soul of Consumed Oceiros,718,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100006,Soul of Boreal Valley Vordt,719,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100007,Soul of the Old Demon King,720,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100008,Soul of Dragonslayer Armour,721,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100009,Soul of the Nameless King,722,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100010,,723,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100011,Soul of Pontiff Sulyvahn,724,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100012,Soul of Aldrich,725,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100013,Soul of High Lord Wolnir,726,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100014,Soul of the Rotted Greatwood,727,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100015,Soul of the Deacons of the Deep,729,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100016,Soul of the Twin Princes,731,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100017,Soul of Yhorm the Giant,732,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100018,Soul of the Lords,733,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100019,Soul of a Demon,739,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100020,,742,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100021,Soul of Rosaria,728,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100022,Soul of a Stray Demon,743,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100023,Soul of Sister Friede,744,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100024,Soul of Slave Knight Gael,745,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100025,Soul of the Demon Prince,746,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100026,Soul of Darkeater Midir,747,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
